Nº NF;OC Vinculada;Status OC;Status Sistema;Chave de Acesso
5897;—;sem OC;pendente;35251009337774000187550100000058971499557150
517405;000004247;fechada;processada;26251046044053002582550010005174051121678656
56866;000028034;não encontrada;pendente;26251027058274000198550010000568661797225092
56868;000028214;não encontrada;pendente;26251027058274000198550010000568681618199568
95839;001530800;não encontrada;pendente;33251013891342000190550010000958391476543001
206675;000004316;fechada;processada;42251002263430000393550020002066751177248993
95810;001530800;não encontrada;pendente;33251013891342000190550010000958101476280002
257103;000000474;fechada;processada;35251043213776000100550040002571031100507311
257102;000000474;fechada;processada;35251043213776000100550040002571021100507306
95815;001530800;não encontrada;pendente;33251013891342000190550010000958151476281005
842802;000005253;fechada;processada;26251007264693000179550010008428021935559891
140;000004305;fechada;processada;26251046479950000141550010000001401925348540
67994;000004315;fechada;processada;26251025464260000653550010000679941170679940
90448;—;sem OC;pendente;35251062821723000109550010000904481392152714
95791;001530900;não encontrada;pendente;33251013891342000190550010000957911476073000
95792;001530900;não encontrada;pendente;33251013891342000190550010000957921476070008
95793;001530900;não encontrada;pendente;33251013891342000190550010000957931476071001
7793;000000596;fechada;processada;35251007243151000110550030000077931694892921
106;000003647;fechada;processada;26251053012479000142550010000001061387838355
6850;131674643;não encontrada;pendente;26251042041241000129550010000068501000140099
67925;000004315;fechada;processada;26251025464260000653550010000679251170679250
105;000003647;fechada;processada;26251053012479000142550010000001051388034953
842579;000005090;fechada;processada;26251007264693000179550010008425791554530811
95780;001530900;não encontrada;pendente;33251013891342000190550010000957801476003008
36982;000074933;não encontrada;pendente;26251044471407000253550010000369821744778397
210265;000003551;fechada;processada;35251046356226000120550010002102651485173578
812;000004214;fechada;processada;26251030090259000131550010000008121534074195
280457;000246141;não encontrada;pendente;26251013596165000110550010002804571666320348
506669;005309390;não encontrada;pendente;26251070224936000181550010005066691005066604
209847;000401257;não encontrada;pendente;42251083675413000101550550002098471135483464
95782;001530900;não encontrada;pendente;33251013891342000190550010000957821476005005
71114;000000872;fechada;processada;35251055970693000137550010000711141000249661
43775;000004282;fechada;processada;26251060621141000587550010000437751738852373
279881;000245704;não encontrada;pendente;26251013596165000110550010002798811517079279
279831;000245667;não encontrada;pendente;26251013596165000110550010002798311282179579
111041;000051109;não encontrada;pendente;26251004752165000170550010001110411910451634
55192;000003885;fechada;processada;35251061891255000186550010000551921856022378
155321;—;sem OC;pendente;33251031383201000149550010001553211010015531
841780;000004222;fechada;processada;26251007264693000179550010008417801054387618
134766;000004264;fechada;processada;35251001477885000187550010001347661002865506
6793;000278808;não encontrada;pendente;26251013596165000110550020000067931285261216
228691;—;sem OC;pendente;26251007358761026710550010002286911250823540
67692;000004255;fechada;processada;26251025464260000653550010000676921170676924
45232;000000943;fechada;processada;33251025464260000491550010000452321180452320
6237;000000923;fechada;processada;33251038052139000151550010000062371165857850
211142;000000871;fechada;processada;35251055474522000117550010002111421367417934
1483;000004161;fechada;processada;32251035553201000443550010000014831622504776
279366;000245293;não encontrada;pendente;26251013596165000110550010002793661245351914
238061;005139579;não encontrada;pendente;26251012806642000161550010002380611227191201
3988;000004048;fechada;processada;31251017756068000106550010000039881000243689
46847;000004259;fechada;processada;26251061479002001503550010000468471912672871
6829;131599798;não encontrada;pendente;26251042041241000129550010000068291000139976
4360;000004194;fechada;processada;26251043648971005033550030000043601213104665
516193;000004247;fechada;processada;26251046044053002582550010005161931235422717
1422158;000000892;fechada;processada;32251046044053004607550010014221581400988013
7954;000003408;fechada;processada;35251006056462000107550010000079541391479807
67513;000004222;fechada;processada;26251025464260000653550010000675131170675139
36942;000074851;não encontrada;pendente;26251044471407000253550010000369421895677578
56209;000026922;não encontrada;pendente;26251027058274000198550010000562091767196087
50009;000004055;fechada;processada;35251001159496000103550010000500091000250190
32059;000024732;não encontrada;pendente;42251083932418001136550010000320591051688741
7955;000003653;fechada;processada;35251006056462000107550010000079551543979731
840845;000003228;fechada;processada;26251007264693000179550010008408451616283307
278756;000244821;não encontrada;pendente;26251013596165000110550010002787561652252240
2495;000003759;fechada;processada;42251010957931000136550010000024951193902562
88190;000000537;parcial;pendente;35251057643645000402550020000881901223087009
237847;005139322;não encontrada;pendente;26251012806642000161550010002378471129122132
237845;005139420;não encontrada;pendente;26251012806642000161550010002378451149272534
228416;000004207;parcial;pendente;26251007358761026710550010002284161836819111
3104;000004194;fechada;processada;26251043648971005033550030000031041689400780
7950;000003849;fechada;processada;35251006056462000107550010000079501894914822
3545;000001680;fechada;processada;26251031562305000110550010000035451875326033
3546;000001681;fechada;processada;26251031562305000110550010000035461652649573
3542;000001673;fechada;processada;26251031562305000110550010000035421288116390
7951;000004085;fechada;processada;35251006056462000107550010000079511911276717
55940;000026122;não encontrada;pendente;26251027058274000198550010000559401179915175
6815;131031915;não encontrada;pendente;26251042041241000129550010000068151000139415
38738;—;sem OC;pendente;43251018836779000145550010000387381757082333
6819;131084336;não encontrada;pendente;26251042041241000129550010000068191000139511
128;000004205;fechada;processada;26251046479950000141550010000001281239604040
277949;000244159;não encontrada;pendente;26251013596165000110550010002779491611175048
5699;009001358;não encontrada;pendente;26251012007481000227550010000056991106215246
3976;000000781;fechada;processada;31251017756068000106550010000039761000236428
107267;000000888;fechada;processada;35251013705784000103550010001072671310091520
7997;000000833;aberta;pendente;35251020975469000153550010000079971258804596
36901;000074565;não encontrada;pendente;26251044471407000253550010000369011263788192
277358;000243662;não encontrada;pendente;26251013596165000110550010002773581692896022
515408;000004143;fechada;processada;26251046044053002582550010005154081636917750
69951;024004640;não encontrada;pendente;31251005999532000106550010000699511882511155
3530;000001657;fechada;processada;26251031562305000110550010000035301591389372
87194;000004184;fechada;processada;25251002155469000982550010000871941758739186
277332;000243648;não encontrada;pendente;26251013596165000110550010002773321521533654
277161;000243561;não encontrada;pendente;26251013596165000110550010002771611107250121
70412;000004160;cancelada;pendente;35251077153260001365550550000704121412907040
3708;000003682;fechada;processada;35251000184901000180550010000037081017790492
228141;—;sem OC;pendente;26251007358761026710550010002281411762955757
5451;000004097;fechada;processada;31251019682566000179550010000054511043765717
18426;—;sem OC;pendente;35251074242785000145550010000184261610627521
5452;000003699;fechada;processada;31251019682566000179550010000054521044787436
1783;000004076;fechada;processada;33251007238098000169550010000017831202120100
277154;000243512;não encontrada;pendente;26251013596165000110550010002771541105944237
6806;130728017;não encontrada;pendente;26251042041241000129550010000068061000139203
3527;000001652;fechada;processada;26251031562305000110550010000035271693596177
839417;000001706;aberta;pendente;26251007264693000179550010008394171895484038
425160;000003757;parcial;pendente;35251049050164000112550010004251601766433749
49899;000003841;fechada;processada;35251001159496000103550010000498991000249092
243117;—;sem OC;pendente;26251024073694000155550020002431171007354654
243072;—;sem OC;pendente;26251024073694000155550020002430721000612778
18403;000003537;parcial;pendente;35251074242785000145550010000184031298465121
23051;000003985;fechada;processada;31251065228694000164550020000230511827320971
3522;000001645;fechada;processada;26251031562305000110550010000035221509830039
1781;000004076;fechada;processada;33251007238098000169550010000017811424075467
968;000003309;fechada;processada;35251027102339000155550020000009681548342810
9856;000004125;fechada;processada;35251020998950000164550010000098561649258860
87421;—;sem OC;pendente;33250917469701016766550000000874211752230830
87415;—;sem OC;pendente;33250917469701016766550000000874151394810687
999125;000004150;fechada;processada;26250943648971005033550010009991251064281371
514716;000004157;fechada;processada;26250946044053002582550010005147161121991660
86833;000004100;fechada;processada;25250902155469000982550010000868331587984082
103657;—;sem OC;pendente;41250976881093000172550020001036571001137736
59482;000003027;cancelada;pendente;35250953761607000150550010000594821895684140
12360;000004101;cancelada;pendente;26250906141500000120550050000123601120519839
275875;000242503;não encontrada;pendente;26250913596165000110550010002758751515138035
43335;000004116;fechada;processada;26250960621141000587550010000433351598962158
12356;000004115;fechada;processada;26250906141500000120550050000123561120519836
3858819;000002578;fechada;processada;42250907175725001050550010038588191474377689
514660;000004169;fechada;processada;26250946044053002582550010005146601518247115
67057;000004047;fechada;processada;26250925464260000653550010000670571170670576
43333;000004116;fechada;processada;26250960621141000587550010000433331213285172
99;000003829;fechada;processada;26250953012479000142550010000000991196234459
34234;000003119;fechada;processada;35250905811776000105550010000342341269947762
181535;—;sem OC;pendente;35250903358329000460550010001815351330707769
49835;000004128;fechada;processada;35250901159496000103550010000498351000248455
34233;000003119;fechada;processada;35250905811776000105550010000342331737902072
22752;000000893;fechada;processada;33250924204991000192550010000227521103113101
6777;129707082;não encontrada;pendente;26250942041241000129550010000067771000138572
25905;000004122;fechada;processada;26250942924799000152550010000259051773822080
3511;000001625;parcial;pendente;26250931562305000110550010000035111831594298
269973;000004103;fechada;processada;26250901612046000124550010002699731216401890
34220;000003119;fechada;processada;35250905811776000105550010000342201890033460
6776;129705271;não encontrada;pendente;26250942041241000129550010000067761000138559
514364;000004143;fechada;processada;26250946044053002582550010005143641438771945
923;000003721;fechada;processada;31250900907845001722550010000009231533974577
206836;1103012763;não encontrada;pendente;26250912599809000160550010002068361199391106
34221;000003119;fechada;processada;35250905811776000105550010000342211584634912
275367;000242186;não encontrada;pendente;26250913596165000110550010002753671955439077
66981;000004039;fechada;processada;26250925464260000653550010000669811170669810
1883;000004126;fechada;processada;33250940139851000134550010000018831001577813
274983;000241886;não encontrada;pendente;26250913596165000110550010002749831150509686
66915;000004079;fechada;processada;26250925464260000653550010000669151170669157
3504;000001614;fechada;processada;26250931562305000110550010000035041894570006
66914;000004089;fechada;processada;26250925464260000653550010000669141170669141
1383;000002582;fechada;processada;32250935553201000443550010000013831516355953
86428;000004090;fechada;processada;25250902155469000982550010000864281729133603
86435;000004081;fechada;processada;25250902155469000982550010000864351806721165
353702;—;sem OC;pendente;26250905266210000573550010003537021102451178
3503;000001611;aberta;pendente;26250931562305000110550010000035031832342860
353685;—;sem OC;pendente;26250905266210000573550010003536851312335813
353683;161020407;não encontrada;pendente;26250905266210000573550010003536831250129153
353677;—;sem OC;pendente;26250905266210000573550010003536771201332180
125939;—;sem OC;pendente;33250910589940000111550010001259391457814505
148009;—;sem OC;pendente;33250917469701008909550000001480091029497356
210157;000000651;fechada;processada;35250955474522000117550010002101571457943110
208367;000399439;não encontrada;pendente;42250983675413000101550550002083671502623672
125915;000338981;não encontrada;pendente;33250910589940000111550010001259151140361610
36819;000074521;não encontrada;pendente;26250944471407000253550010000368191530837695
236797;005138843;não encontrada;pendente;26250912806642000161550010002367971175242244
36818;000074565;não encontrada;pendente;26250944471407000253550010000368181288421138
54855;000024484;não encontrada;pendente;26250927058274000198550010000548551534488570
240329;—;sem OC;pendente;26250924073694000155550020002403291007271617
274432;000241440;não encontrada;pendente;26250913596165000110550010002744321529992102
274465;000241443;não encontrada;pendente;26250913596165000110550010002744651089719544
15126;000003991;fechada;processada;35250908103750000109550010000151261000015132
25817;—;sem OC;pendente;26250942924799000152550010000258171856403021
95;000003829;fechada;processada;26250953012479000142550010000000951196496608
353565;—;sem OC;pendente;26250905266210000573550010003535651707544662
6142;000000804;fechada;processada;33250938052139000151550010000061421000599698
6134;000000849;fechada;processada;33250938052139000151550010000061341000599521
152879;—;sem OC;pendente;33250931383201000149550010001528791010015284
115087;—;sem OC;pendente;33250907358761028411550010001150871787793999
22885;000003845;fechada;processada;31250965228694000164550020000228851949384955
225439;000003955;fechada;processada;35250909337774000187550010002254391457529947
3493;000001592;fechada;processada;26250931562305000110550010000034931699613642
374987;000003892;fechada;processada;42250978324316000126550010003749871154153129
484;000003468;fechada;processada;32250908839575000295550000000004841521081120
178370;000003859;fechada;processada;35250928234708000126550010001783701412267103
45996;—;sem OC;pendente;35250973012411000170550010000459961420195553
1772;000003769;fechada;processada;33250907238098000169550010000017721296385451
205573;1103012628;não encontrada;pendente;26250912599809000160550010002055731148128214
24544;4020214684;não encontrada;pendente;26250927093558001430550010000245441324790748
110577;000050305;não encontrada;pendente;26250904752165000170550010001105771084947403
54000;000004011;fechada;processada;26250909215332000168550010000540001000539901
24535;4020214683;não encontrada;pendente;26250927093558001430550010000245351001947190
100260432;000954340;não encontrada;pendente;42250904196147000150550011002604321864110581
22480;000000767;fechada;processada;33250924204991000192550010000224801688611680
209903;000000651;fechada;processada;35250955474522000117550010002099031208514348
3488;000001581;cancelada;pendente;26250931562305000110550010000034881367410716
422975;000003759;fechada;processada;35250949050164000112550010004229751135196704
357548;000004049;fechada;processada;35250943486604000100550000003575481447556218
85778;000004053;fechada;processada;25250902155469000982550010000857781017341347
42990;000004073;fechada;processada;26250960621141000587550010000429901492190232
750;000003989;fechada;processada;26250930090259000131550010000007501723307656
42986;000004062;fechada;processada;26250960621141000587550010000429861821229831
749;000003989;fechada;processada;26250930090259000131550010000007491356248197
753;000003579;fechada;processada;26250930090259000131550010000007531175736516
12236;000004067;fechada;processada;26250906141500000120550050000122361120519838
152581;—;sem OC;pendente;33250931383201000149550010001525811010015251
6122;000000820;fechada;processada;33250938052139000151550010000061221000599431
42499;000000432;fechada;processada;42250982643131000151550040000424991003282273
42500;000000435;fechada;processada;42250982643131000151550040000425001003282349
46639;000004046;fechada;processada;26250961479002001503550010000466391035508300
54406;000023535;não encontrada;pendente;26250927058274000198550010000544061550106280
272594;000240034;não encontrada;pendente;26250913596165000110550010002725941359475667
513044;000004050;fechada;processada;26250946044053002582550010005130441259449204
272598;000240052;não encontrada;pendente;26250913596165000110550010002725981142303863
33522;000003519;fechada;processada;31250923827868000165550550000335221303958460
13244;—;sem OC;pendente;35250904753102000210550000000132441405750442
13243;—;sem OC;pendente;35250904753102000210550000000132431670004438
13242;—;sem OC;pendente;35250904753102000210550000000132421557584273
13245;—;sem OC;pendente;35250904753102000210550000000132451733388232
81491;000003597;fechada;processada;35250911755916000178550010000814911000164170
3485;000001571;parcial;pendente;26250931562305000110550010000034851773880910
12192;000004022;fechada;processada;26250906141500000120550050000121921120519831
81455;000003598;fechada;processada;35250911755916000178550010000814551000121415
81454;000003597;fechada;processada;35250911755916000178550010000814541000105706
152248;—;sem OC;pendente;33250931383201000149550010001522481010015226
152249;—;sem OC;pendente;33250931383201000149550010001522491010015223
271792;000239417;não encontrada;pendente;26250913596165000110550010002717921748764912
18289;000003525;fechada;processada;35250974242785000145550010000182891698363923
42915;000003978;fechada;processada;26250960621141000587550010000429151761535344
271852;000239479;não encontrada;pendente;26250913596165000110550010002718521947341523
129429;1065020169;não encontrada;pendente;26250918217682000154550010001294291261293977
580986;000001223;fechada;processada;35250960680873000114550010005809861516614301
3479;000001562;cancelada;pendente;26250931562305000110550010000034791770498236
178160;000000541;fechada;processada;31250966220047000179550000001781601001321614
178159;000000426;fechada;processada;31250966220047000179550000001781591001321605
5560;009001354;não encontrada;pendente;26250912007481000227550010000055601106423310
26280;000003448;parcial;pendente;35250962398367000910550010000262801538477038
235967;005138291;não encontrada;pendente;26250912806642000161550010002359671226961860
271376;000239091;não encontrada;pendente;26250913596165000110550010002713761192826344
6733;127854148;não encontrada;pendente;26250942041241000129550010000067331000137369
42838;000003978;fechada;processada;26250960621141000587550010000428381863329033
204735;1103012521;não encontrada;pendente;26250912599809000160550010002047351615221260
154777;000000825;fechada;processada;35250946991618000161550040001547771149206105
122010;000003847;fechada;processada;35250910967516000163550010001220101970003920
512204;000003931;fechada;processada;26250946044053002582550010005122041040686550
85135;000003986;fechada;processada;25250902155469000982550010000851351858418250
85088;000003982;fechada;processada;25250902155469000982550010000850881080834256
4406;1065020106;não encontrada;pendente;26250918217682000154550020000044061130852122
9837;000003915;parcial;pendente;35250920998950000164550010000098371641302601
3470;000001549;fechada;processada;26250931562305000110550010000034701957829125
235795;—;sem OC;pendente;26250924073694000155550020002357951007135051
63;000000429;fechada;processada;32250982643131000313550010000000631003236044
62;000000417;fechada;processada;32250982643131000313550010000000621003236039
66150;000003973;fechada;processada;26250925464260000653550010000661501170661500
66149;000003980;fechada;processada;26250925464260000653550010000661491170661495
268820;000003988;aberta;pendente;26250901612046000124550010002688201212103441
42730;000003891;parcial;pendente;26250960621141000587550010000427301284212793
42742;000003891;parcial;pendente;26250960621141000587550010000427421572765047
270417;000238397;não encontrada;pendente;26250913596165000110550010002704171659294516
3467;000001544;aberta;pendente;26250931562305000110550010000034671771907465
204255;1103012478;não encontrada;pendente;26250912599809000160550010002042551113223955
157917;—;sem OC;pendente;26250934151100004470550010001579171995597170
129234;1065021169;não encontrada;pendente;26250918217682000154550010001292341240826010
36680;000074270;não encontrada;pendente;26250944471407000253550010000366801622124537
7332;000003772;fechada;processada;35250938879755000180550010000073321099635579
3464;000001541;parcial;pendente;26250931562305000110550010000034641591660915
100258614;000955317;não encontrada;pendente;42250904196147000150550011002586141740878122
100258615;000953639;não encontrada;pendente;42250904196147000150550011002586151814115787
269642;000237764;não encontrada;pendente;26250913596165000110550010002696421529983657
15394;000003932;fechada;processada;35250810531308000117550010000153941855594297
9818;000003889;fechada;processada;35250820998950000164550010000098181044983995
730;000003951;fechada;processada;26250830090259000131550010000007301876728422
54529;000003882;fechada;processada;35250861891255000186550010000545291127492903
226069;—;sem OC;pendente;26250807358761026710550010002260691326217747
12017;000003938;fechada;processada;26250806141500000120550050000120171120519838
226068;000003893;fechada;processada;26250807358761026710550010002260681471587757
226067;000003942;fechada;processada;26250807358761026710550010002260671159068971
5259;000003904;fechada;processada;35250841176524000115550010000052591705526292
268783;000237084;não encontrada;pendente;26250813596165000110550010002687831289711054
5258;000003924;fechada;processada;35250841176524000115550010000052581705526295
3459;000001535;cancelada;pendente;26250831562305000110550010000034591444952934
653472;000000777;aberta;pendente;42250882699588000188550010006534721982069520
42551;000003891;parcial;pendente;26250860621141000587550010000425511131451177
36645;000074133;não encontrada;pendente;26250844471407000253550010000366451311955035
268713;000236950;não encontrada;pendente;26250813596165000110550010002687131642182708
268634;000236951;não encontrada;pendente;26250813596165000110550010002686341055915460
1773;000003136;fechada;processada;35250840959911000165550010000017731797925952
22060;000000767;fechada;processada;33250824204991000192550010000220601497171815
86628;000000650;fechada;processada;35250857643645000402550020000866281226127000
150495;—;sem OC;pendente;33250831383201000149550010001504951010015046
150494;—;sem OC;pendente;33250831383201000149550010001504941010015049
6041;000000731;parcial;pendente;33250838052139000151550010000060411000598482
30869;—;sem OC;pendente;26250858681867000644550010000308691982001700
22721;000003605;fechada;processada;31250865228694000164550020000227211922460280
268338;000236636;não encontrada;pendente;26250813596165000110550010002683381157949374
129125;1065021016;não encontrada;pendente;26250818217682000154550010001291251847514386
1770;000003136;fechada;processada;35250840959911000165550010000017701524805706
6038;000000657;fechada;processada;33250838052139000151550010000060381000598444
6036;000000726;fechada;processada;33250838052139000151550010000060361000598431
268288;000003908;fechada;processada;26250801612046000124550010002682881161731688
3450;000001522;fechada;processada;26250831562305000110550010000034501964288456
3452;000001524;cancelada;pendente;26250831562305000110550010000034521117996660
3453;000001525;fechada;processada;26250831562305000110550010000034531147204085
261376;000000697;fechada;processada;35250862948658000187550010002613761949757367
6661;126109407;não encontrada;pendente;26250842041241000129550010000066611000135361
33153;000003412;fechada;processada;35250804523508000125550010000331531286528030
267822;000236328;não encontrada;pendente;26250813596165000110550010002678221054805046
46448;000003861;fechada;processada;26250861479002001503550010000464481823350668
355910;—;sem OC;pendente;26250810158356001930550010003559101766872671
25330;—;sem OC;pendente;26250842924799000152550010000253301253309474
206566;000395947;não encontrada;pendente;42250883675413000101550550002065661473875401
152440;—;sem OC;pendente;31250802068925000108550030001524401863545032
267453;000235962;não encontrada;pendente;26250813596165000110550010002674531330895142
261022;000003880;fechada;processada;26250802683153000378550010002610221201007710
267567;000236105;não encontrada;pendente;26250813596165000110550010002675671245803558
83847;000003475;fechada;processada;25250802155469000982550010000838471270923096
152439;—;sem OC;pendente;31250802068925000108550030001524391750046269
267495;000236040;não encontrada;pendente;26250813596165000110550010002674951487834594
74267;000000652;fechada;processada;35250844151413000142550010000742671133372192
65498;000003820;fechada;processada;26250825464260000653550010000654981170654980
362057;000003792;fechada;processada;35250830691476000187550010003620571972031895
45483;000003505;fechada;processada;35250873012411000170550010000454831911180239
196544;000003376;fechada;processada;42250802263430000393550020001965441951549847
43766;000000706;fechada;processada;33250825464260000491550010000437661180437669
149817;—;sem OC;pendente;33250831383201000149550010001498171010014980
266840;000235499;não encontrada;pendente;26250813596165000110550010002668401087434962
52720;000020538;não encontrada;pendente;26250827058274000198550010000527201063070089
215433;000003867;fechada;processada;35250809337774000187550010002154331006143016
31480;000003572;fechada;processada;35250872932718000127550020000314801951286153
230657;000003866;fechada;processada;26250824073694000155550020002306571006981274
30745;—;sem OC;pendente;26250858681867000644550010000307451660047445
85827;000003839;fechada;processada;26250833081704002139550140000858271435884862
225294;000003826;fechada;processada;26250807358761026710550010002252941731236513
80332;000002683;fechada;processada;35250811755916000178550010000803321000254336
46402;000003861;fechada;processada;26250861479002001503550010000464021416076991
225293;000003826;fechada;processada;26250807358761026710550010002252931577699078
6019;000000689;fechada;processada;33250838052139000151550010000060191000598252
165556;000003808;fechada;processada;35250809353055000150550000001655561002542950
83452;000003475;fechada;processada;25250802155469000982550010000834521544163822
15358;000003814;fechada;processada;35250810531308000117550010000153581843590031
265984;000234830;não encontrada;pendente;26250813596165000110550010002659841064641401
509530;000003834;fechada;processada;26250846044053002582550010005095301547065705
83399;000003821;fechada;processada;25250802155469000982550010000833991069753633
30709;—;sem OC;pendente;26250858681867000644550010000307091914870974
47311;000000374;fechada;processada;35250805218030000192550010000473111477290181
21826;000000690;fechada;processada;33250824204991000192550010000218261115829015
265702;000234584;não encontrada;pendente;26250813596165000110550010002657021218302001
31999;000002410;fechada;processada;35250809209228000160550030000319991223219459
265529;000234416;não encontrada;pendente;26250813596165000110550010002655291389982441
31968;000002410;fechada;processada;35250809209228000160550030000319681165374578
265514;000234415;não encontrada;pendente;26250813596165000110550010002655141996699685
150899;000003807;fechada;processada;26250810311817000134550000001508991916640603
265456;000234395;não encontrada;pendente;26250813596165000110550010002654561138712623
150892;000003807;fechada;processada;26250810311817000134550000001508921916591008
1501;000022315;não encontrada;pendente;35250849456792000100550010000015011999135045
3434;000001488;fechada;processada;26250831562305000110550010000034341760994308
5208;000003479;fechada;processada;35250841176524000115550010000052081705526048
229296;000003805;fechada;processada;26250824073694000155550020002292961000578358
702;000003822;fechada;processada;26250830090259000131550010000007021835637053
346083;—;sem OC;pendente;26250810158356001930550010003460831487330358
13019;—;sem OC;pendente;35250804753102000210550000000130191106014860
156875;000003695;fechada;processada;26250807358761027016550010001568751789896288
13018;—;sem OC;pendente;35250804753102000210550000000130181120056454
148837;—;sem OC;pendente;33250831383201000149550010001488371010014881
3428;000001481;fechada;processada;26250831562305000110550010000034281581026881
65042;000003799;fechada;processada;26250825464260000653550010000650421170650421
264357;000233597;não encontrada;pendente;26250813596165000110550010002643571982083425
3429;000001482;fechada;processada;26250831562305000110550010000034291468412620
345237;—;sem OC;pendente;26250810158356001930550010003452371553634538
52054;000019519;não encontrada;pendente;26250827058274000198550010000520541722305831
52053;000019402;não encontrada;pendente;26250827058274000198550010000520531083622659
264101;000233408;não encontrada;pendente;26250813596165000110550010002641011320753691
201000;1103012209;não encontrada;pendente;26250812599809000160550010002010001114109947
694;000003785;fechada;processada;26250830090259000131550010000006941208287077
25567;—;sem OC;pendente;26250810158356005170550010000255671069797351
9785;000003742;fechada;processada;35250820998950000164550010000097851252076692
194482;000003376;fechada;processada;42250802263430000393550020001944821200786349
36497;000073834;não encontrada;pendente;26250844471407000253550010000364971203792649
99;000003789;fechada;processada;26250846479950000141550010000000991384604067
460041;250805101924;não encontrada;pendente;32250801771935001025550160004600411865262080
3425;000001473;cancelada;pendente;26250831562305000110550010000034251750123380
64943;000003758;fechada;processada;26250825464260000653550010000649431170649433
24151;000003603;fechada;processada;41250810545567000105550010000241511621884020
25235;000003604;fechada;processada;35250812983989000180550010000252351646625715
22367;000002658;fechada;processada;35250822957371000107550010000223671100197288
59085;000003226;fechada;processada;35250847876552000121550010000590851000594984
51541;000003754;fechada;processada;31250802004496000105550010000515411326962313
4332;1065017988;não encontrada;pendente;26250818217682000154550020000043321204242552
7632;000000352;fechada;processada;35250807243151000110550030000076321761272913
263673;000233052;não encontrada;pendente;26250813596165000110550010002636731022967830
263650;000233070;não encontrada;pendente;26250813596165000110550010002636501559816091
263647;000233074;não encontrada;pendente;26250813596165000110550010002636471981740843
97;000003745;fechada;processada;26250846479950000141550010000000971237486561
98;000003745;fechada;processada;26250846479950000141550010000000981374344740
109923;000049002;não encontrada;pendente;26250804752165000170550010001099231672169180
49288;000002390;fechada;processada;35250801159496000103550010000492881000242993
1147;000003730;fechada;processada;32250835553201000443550010000011471481199070
36476;000073656;não encontrada;pendente;26250844471407000253550010000364761782591772
260549;000003765;fechada;processada;26250802683153000378550010002605491811562276
385264;—;sem OC;pendente;35250861128500000106550050003852641000185481
263205;000232793;não encontrada;pendente;26250813596165000110550010002632051453115084
3419;000001464;parcial;pendente;26250831562305000110550010000034191413566107
385262;000001570;fechada;processada;35250861128500000106550050003852621000170943
37761;000003502;parcial;pendente;33250735765734000146550010000377611951239326
6403;000262302;não encontrada;pendente;26250713596165000110550020000064031490466702
3416;000001460;parcial;pendente;26250731562305000110550010000034161988266350
5262;000002013;fechada;processada;35250700946877000170550030000052621716333660
16145;—;sem OC;pendente;33250700639844000420550010000161451099901574
3411;000001453;fechada;processada;26250731562305000110550010000034111319231421
200011;1103012083;não encontrada;pendente;26250712599809000160550010002000111501062265
266840;000003748;fechada;processada;26250701612046000124550010002668401411588719
262370;000232037;não encontrada;pendente;26250713596165000110550010002623701353813249
507799;000003669;fechada;processada;26250746044053002582550010005077991092938502
262258;000232001;não encontrada;pendente;26250713596165000110550010002622581860699250
64663;000003667;fechada;processada;26250725464260000653550010000646631170646631
262302;000232016;não encontrada;pendente;26250713596165000110550010002623021425531252
9776;000003676;fechada;processada;35250720998950000164550010000097761549028413
133483;000003655;fechada;processada;35250701477885000187550010001334831707605710
266809;000003728;fechada;processada;26250701612046000124550010002668091763723310
3036;000003743;parcial;pendente;26250700254343000182550010000030361652664526
119527;000003684;fechada;processada;35250710967516000163550010001195271240977482
224302;—;sem OC;pendente;26250724073694000155550020002243021000565909
224344;—;sem OC;pendente;26250724073694000155550020002243441000566000
3408;000001447;fechada;processada;26250731562305000110550010000034081094815698
261805;000231686;não encontrada;pendente;26250713596165000110550010002618051782022825
36419;000073656;não encontrada;pendente;26250744471407000253550010000364191609975947
261708;000231603;não encontrada;pendente;26250713596165000110550010002617081532386028
51259;000018002;não encontrada;pendente;26250727058274000198550010000512591748534926
502373;005287388;não encontrada;pendente;26250770224936000181550010005023731005023744
3747;300001026;não encontrada;pendente;26250705476456000227550010000037471721301607
261498;000231442;não encontrada;pendente;26250713596165000110550010002614981923242025
10049;000003643;fechada;processada;35250744772937000150550040000100491187254130
502372;005287382;não encontrada;pendente;26250770224936000181550010005023721005023739
64523;000003667;fechada;processada;26250725464260000653550010000645231170645235
1099;000002028;fechada;processada;32250735553201000443550010000010991530948750
4289;1065019977;não encontrada;pendente;26250718217682000154550020000042891461031597
128414;1065020274;não encontrada;pendente;26250718217682000154550010001284141886020245
7616;000000352;fechada;processada;35250707243151000110550030000076161827800656
147561;000000625;fechada;processada;33250731383201000149550010001475611010014750
3405;000001443;fechada;processada;26250731562305000110550010000034051446683219
41627;000003663;fechada;processada;26250760621141000587550010000416271591681534
51096;000017780;não encontrada;pendente;26250727058274000198550010000510961281849012
177263;000003053;fechada;processada;31250766220047000179550000001772631001312602
207113;000003649;fechada;processada;35250709337774000187550010002071131040241346
4038446;000003022;fechada;processada;42250714309992000148550010040384461124574771
3400;000001438;cancelada;pendente;26250731562305000110550010000034001113861426
43468;000003489;fechada;processada;35250708356365000165550010000434681873556391
108824;000003474;fechada;processada;26250706913480000834550020001088241796301374
16136;—;sem OC;pendente;33250700639844000420550010000161361650170900
16135;—;sem OC;pendente;33250700639844000420550010000161351788962115
