Nº NF;OC Vinculada;Status OC;Status Sistema;Chave de Acesso
51638;—;sem OC;pendente;26230724380578002041554000000516381348325832
51641;—;sem OC;pendente;26230724380578002041554000000516411446549099
51642;—;sem OC;pendente;26230724380578002041554000000516421771394276
51648;—;sem OC;pendente;26230724380578002041554000000516481894678470
51650;—;sem OC;pendente;26230724380578002041554000000516501569948268
148739;000140553;não encontrada;pendente;26230713596165000110550010001487391713947298
144611;000137146;não encontrada;pendente;26230613596165000110550010001446111888347089
42778;—;sem OC;pendente;26230524380578002041554000000427781667877284
143391;000136108;não encontrada;pendente;26230513596165000110550010001433911193605558
143039;000135787;não encontrada;pendente;26230513596165000110550010001430391125134611
141949;000134804;não encontrada;pendente;26230513596165000110550010001419491883628884
141433;000134380;não encontrada;pendente;26230413596165000110550010001414331968774310
